"TCP" "NDN"
48.3826 43.3832
34.8851 40.5528
28.6646 30.9863
42.5105 48.2357
37.2352 23.5423
52.5507 26.409
60.1691 36.5235
36.577 40.8354
24.0948 19.5519
21.302 20.4118
33.0135 41.5447
30.3625 43.481
38.4569 43.1488
31.8089 46.4724
43.5715 30.4147
39.6816 44.4612
61.074 53.4844
32.3811 26.5692
20.9747 36.3495
26.2311 36.3655
63.1517 43.8571
39.9101 32.1594
53.6178 50.6576
61.6182 48.2575
41.9043 33.3205
43.8965 34.9398
32.4861 30.6015
69.5707 45.4019
38.6196 47.9147
27.6969 25.9445
57.3641 31.2156
56.3118 23.1541
65.837 41.0604
62.5753 40.6859
29.6217 44.7039
50.721 52.1969
23.3269 24.5377
30.3455 30.0195
34.5475 34.5383
46.3653 45.3545
30.4955 25.6972
56.411 38.7992
48.2208 45.289
29.1178 54.2869
39.3371 39.3455
44.7391 29.3476
35.1297 43.0654
40.1845 37.1316
45.3364 51.68
53.8989 52.802
57.8679 34.9086
20.5336 28.3219
51.5561 38.9207
39.9463 45.7345
36.9328 42.3159
67.7149 33.4703
39.9009 43.9774
50.3417 45.1171
63.2637 48.3654
41.3463 39.9962
50.3486 44.2678
41.1331 32.0831
25.4044 34.4371
29.6522 39.47
56.1834 54.9093
70.6217 48.7804
31.3927 30.9987
26.6999 27.0208
42.056 22.1978
37.5587 36.9243
28.6122 45.9038
27.099 24.3983
19.5382 22.6306
27.5685 41.2489
56.0187 48.0226
22.3919 24.2116
57.9779 41.5618
61.1035 41.0498
70.2631 48.5139
51.5275 31.1491
44.2919 49.3735
21.1434 28.6305
23.4163 24.5597
23.4439 38.3727
31.2622 39.9877
37.4901 29.8967
33.5542 41.3407
44.4321 31.6825
37.1876 43.4963
39.3603 34.9585
49.0145 38.8216
40.2835 46.7463
28.6571 40.6427
55.9023 50.4649
29.0169 35.2907
33.3314 34.5385
62.7204 48.6796
42.2699 32.6583
20.143 10.0343
43.2771 40.42
37.1461 49.7845
32.7953 31.3939
28.4075 31.7292
57.8285 47.5842
34.5909 46.8362
65.9068 54.6873
66.5903 56.9768
43.6685 24.4838
46.4035 42.3919
23.8212 29.9547
44.1594 42.2808
45.825 52.3283
32.9392 39.361
82.193 53.8063
48.5586 32.8582
24.455 32.6118
63.1735 53.3603
31.3958 34.6553
24.3269 25.5377
40.4275 45.3798
33.443 39.5094
50.0992 32.3433
51.7431 45.8395
32.989 35.1369
43.7578 50.135
19.0512 20.0125
81.5004 54.9753
68.396 53.8325
40.9465 29.0447
38.9528 34.3439
28.7323 17.2674
26.6545 27.2403
36.2526 29.9615
44.2236 48.6592
25.6463 29.7313
39.9119 28.4558
26.5729 33.9666
18.6012 23.4351
35.899 34.163
34.6958 38.0004
26.3982 27.5585
38.566 43.6983
45.5284 41.1198
33.5034 30.5336
22.4002 25.3119
24.3516 25.5418
30.9732 35.9976
36.3248 37.5374
28.4937 26.8435
38.5884 43.2758
25.3716 21.3062
24.5479 27.3995
58.915 48.9353
34.96 33.0921
21.5588 28.2623
47.0709 44.6825
39.2375 30.9969
41.8207 33.0158
56.9485 43.4733
30.5133 40.1842
39.0398 30.7447
38.2751 32.5358
29.5765 35.5178
39.2435 38.5371
26.5665 30.7569
41.8085 44.0298
60.6335 55.6104
38.1362 39.0809
29.5251 32.6031
28.0531 24.3152
44.8277 48.2376
57.7357 44.7804
49.0808 41.9326
41.8159 20.5324
29.6517 38.0253
57.9228 51.4222
22.384 14.6061
26.418 31.4314
25.6105 33.1465
37.9315 43.8041
36.4302 22.9909
68.3452 58.2214
54.4053 61.8243
24.3671 25.5482
44.9562 36.1595
39.132 36.7369
22.3496 33.4998
66.1185 49.9104
44.9669 30.478
41.7915 36.8572
29.4127 40.8317
